Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
QS2MAODV,6,20,19,3,50.000000,1.000000,0.824585,3.446905,87.310506,51.849673,3677,3032,81360,4.969217,721.032946,0.237808,20
QS2MAODV,7,20,19,3,50.000000,1.000000,0.830840,3.473053,28.542922,29.622939,3677,3055,100646,6.100867,721.579327,0.236196,20
QS2MAODV,9,20,19,3,50.000000,1.000000,0.927930,3.878905,62.883884,30.348352,3677,3412,57954,3.145434,721.074642,0.211335,20
QS2MAODV,11,20,19,3,50.000000,1.000000,0.340767,1.592047,18.289437,20.586296,3677,1253,46612,6.888948,720.471110,0.574997,20
QS2MAODV,10,20,19,3,50.000000,1.000000,0.730215,3.052421,45.449732,27.898435,3677,2685,173170,11.943582,722.453330,0.269070,20
QS2MAODV,13,20,19,3,50.000000,1.000000,0.512646,2.395059,7.490235,6.302088,3677,1885,55928,5.494449,720.379423,0.382164,20
QS2MAODV,12,20,19,3,50.000000,1.000000,0.889856,3.719747,12.399549,11.942789,3677,3272,89172,5.046862,721.286539,0.220442,20
QS2MAODV,14,20,19,3,50.000000,1.000000,0.944248,3.947116,11.400572,10.217765,3677,3472,56052,2.989631,721.139797,0.207702,20
QS2MAODV,15,20,19,3,50.000000,1.000000,0.922763,3.857305,30.826578,17.903567,3677,3393,58114,3.171781,721.085929,0.212522,20
QS2MAODV,17,20,19,3,50.000000,1.000000,0.537123,2.666250,13.682364,16.386427,3677,1975,50830,4.766057,721.446808,0.365290,20
QS2MAODV,16,20,19,3,50.000000,1.000000,0.517541,2.163411,21.108166,14.257272,3677,1903,107450,10.456200,720.518282,0.378622,20
QS2MAODV,18,20,19,3,50.000000,1.000000,0.833288,3.483284,47.701254,36.214585,3677,3064,72588,4.387148,721.241261,0.235392,20
QS2MAODV,19,20,19,3,50.000000,1.000000,0.945880,3.953937,12.531215,12.666977,3677,3478,134608,7.167167,721.679526,0.207498,20
QS2MAODV,20,20,19,3,50.000000,1.000000,0.837911,3.502611,47.142316,35.652502,3677,3081,110246,6.626396,720.980513,0.234009,20
QS2MAODV,21,20,19,3,50.000000,1.000000,0.900462,3.764084,11.048645,10.461388,3677,3311,118862,6.647986,720.846460,0.217713,20
QS2MAODV,22,20,19,3,50.000000,1.000000,0.771281,3.224084,106.741303,65.090056,3677,2836,124624,8.137700,721.985033,0.254579,20
QS2MAODV,24,20,19,3,50.000000,1.000000,0.615719,2.716800,11.031568,9.182319,3677,2264,43786,3.581501,720.521317,0.318251,20
QS2MAODV,23,20,19,3,50.000000,1.000000,0.750884,3.138821,40.529778,27.489501,3677,2761,134678,9.033093,722.745677,0.261770,20
QS2MAODV,25,20,19,3,50.000000,1.000000,0.543378,2.271411,8.028900,5.968613,3677,1998,75144,6.964743,720.634458,0.360678,20
QS2MAODV,27,20,19,3,50.000000,1.000000,0.932826,3.899368,14.842718,15.721857,3677,3430,63806,3.444876,721.173252,0.210255,20
QS2MAODV,26,20,19,3,50.000000,1.000000,0.857221,3.583326,11.914595,12.528755,3677,3152,120632,7.087328,721.082461,0.228770,20
QS2MAODV,30,20,19,3,50.000000,1.000000,0.887680,3.710653,68.306663,35.402519,3677,3264,100604,5.707834,720.646676,0.220786,20
QS2MAODV,29,20,19,3,50.000000,1.000000,0.833016,3.482147,25.215952,24.991656,3677,3063,66280,4.007207,720.748342,0.235308,20
QS2MAODV,28,20,19,3,50.000000,1.000000,0.853413,3.567411,73.513225,55.722122,3677,3138,127608,7.530628,722.245440,0.230161,20
AODV,2,20,19,3,50.000000,0.500000,0.420753,3.531032,103.815188,33.311280,7382,3106,218022,12.998855,722.331762,0.232560,20
AODV,3,20,19,3,50.000000,0.500000,0.739501,6.206021,23.320165,14.929777,7382,5459,164110,5.567089,722.327979,0.132319,20
AODV,1,20,19,3,50.000000,0.500000,0.641696,5.385221,14.638444,13.026744,7382,4737,281720,11.013378,723.600777,0.152755,20
AODV,5,20,19,3,50.000000,0.500000,0.518694,4.352968,92.426924,38.028302,7382,3829,118618,5.736823,720.997098,0.188299,20
AODV,4,20,19,3,50.000000,0.500000,0.860336,7.220084,50.489029,33.635967,7382,6351,196092,5.717735,721.615805,0.113622,20
AODV,6,20,19,3,50.000000,0.500000,0.709970,5.958189,40.541060,30.457073,7382,5241,207612,7.335750,722.501370,0.137856,20
AODV,7,20,19,3,50.000000,0.500000,0.411542,3.645600,28.481194,17.324772,7382,3038,186498,11.368225,722.854627,0.237938,20
AODV,8,20,19,3,50.000000,0.500000,0.762260,6.397011,101.078974,49.578199,7382,5627,265932,8.751851,721.474216,0.128216,20
AODV,9,20,19,3,50.000000,0.500000,0.865755,7.265558,130.722800,44.353235,7382,6391,277940,8.053571,722.343904,0.113025,20
AODV,10,20,19,3,50.000000,0.500000,0.649282,5.448884,18.422898,16.341628,7382,4793,250708,9.686503,722.356443,0.150711,20
AODV,11,20,19,3,50.000000,0.500000,0.593606,4.981642,69.252527,48.114309,7382,4382,221770,9.372095,722.605346,0.164903,20
AODV,12,20,19,3,50.000000,0.500000,0.622866,5.227200,47.412019,21.908369,7382,4598,174868,7.042837,722.185670,0.157065,20
AODV,13,20,19,3,50.000000,0.500000,0.791926,6.645979,11.641355,9.933793,7382,5846,188990,5.986683,723.338159,0.123732,20
AODV,15,20,19,3,50.000000,0.500000,0.688838,5.780842,19.840133,15.782742,7382,5085,134684,4.904913,721.838643,0.141955,20
AODV,14,20,19,3,50.000000,0.500000,0.722704,6.065053,33.432874,19.626013,7382,5335,199178,6.913742,721.731340,0.135282,20
AODV,16,20,19,3,50.000000,0.500000,0.602411,5.055537,122.200693,47.792737,7382,4447,271720,11.315160,722.101040,0.162379,20
AODV,18,20,19,3,50.000000,0.500000,0.629775,5.285179,29.557306,16.285817,7382,4649,185656,7.395298,722.401380,0.155389,20
AODV,17,20,19,3,50.000000,0.500000,0.748849,6.284463,67.131824,32.129616,7382,5528,292850,9.810326,727.130414,0.131536,20
AODV,20,20,19,3,50.000000,0.500000,0.421566,3.537853,25.588573,12.792006,7382,3112,207758,12.363015,722.223949,0.232077,20
AODV,19,20,19,3,50.000000,0.500000,0.724736,6.082105,23.101513,17.905928,7382,5350,318410,11.021461,721.816228,0.134919,20
AODV,21,20,19,3,50.000000,0.500000,0.413844,3.666000,5.582785,4.541493,7382,3055,163082,9.885555,721.636550,0.236215,20
AODV,24,20,19,3,50.000000,0.500000,0.533731,4.479158,65.515687,29.529791,7382,3940,152900,7.186501,722.108741,0.183276,20
AODV,22,20,19,3,50.000000,0.500000,0.734354,6.162821,38.058564,22.204993,7382,5421,222466,7.599596,722.989205,0.133368,20
