Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
AODV,24,20,19,3,50.0,0.1,0.398898,16.788884,155.501772,43.664877,37022,14768,1728312,21.672385,733.974942,0.0497,20
AODV,25,20,19,3,50.0,0.1,0.305656,12.864505,86.575084,54.222635,37022,11316,2359668,38.615726,740.179166,0.06541,20
AODV,26,20,19,3,50.0,0.1,0.319459,13.445432,116.677283,67.062801,37022,11827,2858370,44.755879,733.946612,0.062057,20
AODV,27,20,19,3,50.0,0.1,0.361245,15.204126,153.646012,74.722719,37022,13374,3525598,48.817745,740.06287,0.055336,20
AODV,28,20,19,3,50.0,0.1,0.304116,12.799705,146.878026,73.188187,37022,11259,2754498,45.305287,738.862895,0.065624,20
AODV,29,20,19,3,50.0,0.1,0.409189,17.222021,145.835253,51.543554,37022,15149,2133302,26.07802,735.033272,0.04852,20
AODV,30,20,19,3,50.0,0.1,0.406947,17.127663,21.073894,10.025471,37022,15066,561776,6.905124,727.362274,0.048278,20
PMAODV,1,20,19,3,50.0,0.1,0.244098,10.273642,262.823799,113.387272,37022,9037,3495798,71.635499,740.509677,0.081942,20
PMAODV,2,20,19,3,50.0,0.1,0.244071,10.272505,258.017058,128.652576,37022,9036,3254792,66.704212,727.02585,0.080459,20
PMAODV,3,20,19,3,50.0,0.1,0.327886,13.800126,141.167861,80.56657,37022,12139,2833064,43.219498,738.225004,0.060814,20
PMAODV,4,20,19,3,50.0,0.1,0.322646,13.579579,184.413348,97.97632,37022,11945,3110818,48.227493,737.862687,0.061772,20
PMAODV,5,20,19,3,50.0,0.1,0.40295,16.959411,170.990139,67.615261,37022,14918,2704242,33.569215,733.194219,0.049148,20
PMAODV,6,20,19,3,50.0,0.1,0.326644,13.747832,223.599406,112.069763,37022,12093,3624164,55.498345,738.767547,0.061091,20
PMAODV,7,20,19,3,50.0,0.1,0.335287,14.111621,199.320925,98.483045,37022,12413,3081838,45.976858,738.954038,0.059531,20
PMAODV,8,20,19,3,50.0,0.1,0.310707,13.077095,77.660807,28.678326,37022,11503,1536646,24.738249,728.647107,0.063344,20
PMAODV,9,20,19,3,50.0,0.1,0.310545,13.070274,171.990645,63.680237,37022,11497,2524922,40.669579,730.131089,0.063506,20
PMAODV,10,20,19,3,50.0,0.1,0.377451,15.886232,163.753976,47.210321,37022,13974,2193214,29.064745,736.937814,0.052736,20
PMAODV,11,20,19,3,50.0,0.1,0.30174,12.699663,152.05747,76.985984,37022,11171,2989010,49.54976,742.363225,0.066455,20
PMAODV,12,20,19,3,50.0,0.1,0.357976,15.066568,123.543793,57.82637,37022,13253,2612340,36.502427,744.361874,0.056166,20
PMAODV,13,20,19,3,50.0,0.1,0.397412,16.726358,192.372119,91.731812,37022,14713,3192586,40.183486,738.84466,0.050217,20
PMAODV,14,20,19,3,50.0,0.1,0.346281,14.574316,232.780035,73.946758,37022,12820,2757750,39.83576,729.189337,0.056879,20
PMAODV,15,20,19,3,50.0,0.1,0.347064,14.607284,254.288799,70.570542,37022,12849,2189504,31.556051,739.695483,0.057568,20
PMAODV,16,20,19,3,50.0,0.1,0.453595,19.090989,64.153695,28.295919,37022,16793,1180344,13.01627,728.705936,0.043393,20
PMAODV,17,20,19,3,50.0,0.1,0.250662,10.549895,193.191832,99.544058,37022,9280,3492392,69.691731,743.149505,0.080081,20
PMAODV,18,20,19,3,50.0,0.1,0.402761,16.951453,137.297567,71.758321,37022,14911,2745458,34.096851,735.008157,0.049293,20
PMAODV,19,20,19,3,50.0,0.1,0.335962,14.140042,173.534644,81.088891,37022,12438,3182316,47.380429,743.891068,0.059808,20
PMAODV,20,20,19,3,50.0,0.1,0.254713,10.720421,237.395025,116.342429,37022,9430,3325868,65.312988,740.964889,0.078575,20
